x1i10hfl_href,x193iq5w,xdj266r,x1i10hfl,x1i10hfl_href_3,x193iq5w_2,platform,style-scope_src,yt-simple-endpoint_href,style-scope,yt-simple-endpoint,yt-simple-endpoint_href_2,yt-core-attributed-string,style-scope_2,style-scope_3,unnamed:_8,unnamed:_9,unnamed:_10,css-175oi2r_href,css-9pa8cd_src,css-175oi2r_href_2,css-1jxf684,css-1jxf684_2,css-1jxf684_3,css-175oi2r_href_5,css-175oi2r_href_6,css-1jxf684_4,css-1jxf684_5,css-1jxf684_6,css-1jxf684_8,css-146c3p1_href,css-146c3p1,r-4qtqp9_src,xpdipgo_src,x1i10hfl_href_2,_ap3a,_a9ze,x1lliihq,x1lliihq_2,_a9yi,css-9pu1vy-styleduserlinkavatar_href,css-11j0z2t-imgavatar_src,css-1uxwbtk-spanusernametext,css-z35s28-pcommenttext,css-ckdg7w-spancreatedtime,css-1fhml0h-spancount,unnamed:_6,unnamed:_7,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16
,,,,,,youtube,https://yt3.ggpht.com/v4KKnnh_mH0VYa_AvkWlbbM_wwlmJCNlbu2ERXSM3jTR50OnzMeFCr8HLseRnLEU1W0Jo1gP=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@semestabastaman,@semestabastaman,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgxAvWSzHlZtG12StX14AaABAg&pp=0gcJCSMANpG00pGi,Kadang hidup itu seperti life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_lOQ0lXVEQWS5ztiOYOsObF4dYmrF5A_D0QTvpU-hOjiSw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@yudhiedwinrossario2954,@yudhiedwinrossario2954,5 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgyDjvNpUPNu8yMxbPt4AaABAg,Referensi kalo mau beli di toko apa di Garut nya??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_mgbr-G6GbhHxkRjbbYcqabIA5OmlMpPfiG1feEaYC5vg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@akukngabrett6609,@akukngabrett6609,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgzA0doobRaxlN1SDud4AaABAg,Sukaregang yah,1,Terjemahkan ke bahasa Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_muMaaueVFqiHSMjGbZUI6BVtMWK2Izw10IhsQbfCL9rkE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@hermansrizki7092,@hermansrizki7092,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=Ugyg6FAx-d1bgsOpXdt4AaABAg&pp=0gcJCSMANpG00pGi,Limbah nya loh meleleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_k4GIi_9hyfS_JNAf4w2saHu5DZC0qE426RK0-HZpO0_g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@pebysugiri,@pebysugiri,4 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgzZbYl1mhAkOJUitbt4AaABAg,nama pabrik nya apa ya ?? mohon info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_mxeaBIEcwDOJg8KuP0mH-LQWludqRfaexWHFtI6FjZSTXU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@iwansiwen2388,@iwansiwen2388,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgxvTHlgJRQ2XHpvbR54AaABAg,"Majulah garutku
Semoga SUNGAI CIMANUK NGGA TERCEMAR LAGI SELAMA BERTAHUN-TAHUN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/jbIQrbAPBqjHQzoEpqC1Fz2kPKTppVJKdiOtO6H_MaTiN1sY5o5k9C0NO5qi2kJ_cSmUdl4GoRY=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@IqbalQ,@IqbalQ,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgzXbDSoou7DbdG21Cp4AaABAg,limbah nya di buang ke saluran air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_nzTgITKjyvJzHoiovkQ8irxc1y-iUP7rPAYxcfY1s=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@alexstexpad6099,@alexstexpad6099,7 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgxII-AT1LDCjSE4DvJ4AaABAg,mnta alamat nya dong,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_kTrY-DiwAH-1_0HXoh2PH6YpQ1qAGygjIt6wriL1w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@pakkasno1128,@pakkasno1128,5 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgwNzfi4g8r8AXlsy4p4AaABAg,Saya mau beli bahan kulit kambing berapa harganya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/vTOz77gGrgMGmSbJkLKvaCPnz288rYlJtJl_HedqzKIUX7lP0-QJuENiV4tjkXe1i2VHILwr-Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ceritasambilan,@ceritasambilan,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgwJiH-UCnywg9rus7l4AaABAg,Itu garut bagian mana?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@KangOpiMoring,@KangOpiMoring,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgyC1Q7UhBFlWUGRFh14AaABAg,garut . kadungora,,Terjemahkan ke bahasa Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@martinsolo2415,@martinsolo2415,5 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=UgwqGlA5Za4VsaMuKYx4AaABAg,"Minta Alamat dan no wa
Mau kulakan kulit domba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@idafaridaida8503,@idafaridaida8503,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=Ugzq9dmshtYAOyw2m_14AaABAg,masa sih  dapat upah 300   atau 500 rupiah perkulitnya gk salah tuh,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,style-scope src,yt-simple-endpoint href,style-scope,yt-simple-endpoint,yt-simple-endpoint href 2,yt-core-attributed-string,style-scope 2,hidden 2,dot,yt-core-attributed-string 3,style-scope src 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_m8XKHqSWkWTWqWfEqmk_VKzILNNjD_Lzb82OiQOJGQrEQgbhrNF_TgQFrd7LuMlqJAqQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SalsaBila-o1e2r,@SalsaBila-o1e2r,13 hari yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugy4bkJTO6z-crGdA-94AaABAg,Brp bang..hrg yeah,Terjemahkan ke bahasa Indonesia,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_l62_QFfNewb6OZTelHg_ci3dSC4CTMuUi1E0Jcm-w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@indramus2586,@indramus2586,4 minggu yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugx5ZCdKrwF3Cj-vYFl4AaABAg&pp=0gcJCSMANpG00pGi,Custom bisa kang?,Terjemahkan ke bahasa Indonesia,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_lXNBnVor2T5FVc9Go-w378cXn6JmX-YLkW1G6mVZyFzwgLjg01XTaBOrjvCuKmfuRq9g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RoniAhmadya,@RoniAhmadya,7 hari yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyDnJLeWNgI3OLekUJ4AaABAg,Tolong di infokan harga nya,,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_k489dbUjVHiavMXCVBLGMHjuZ1MbGhFgMATRJyE25ZAk1KhQl3s6Hf7REnBDXFhbKjBA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Adin-o9t,@Adin-o9t,13 hari yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyHx_4s3FHPdFYTc094AaABAg,Berapa harganya yg di pai,,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyEyrALMCjDnmNZtUB4AaABAg,Harga kang braha,,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@membacabuku74,@membacabuku74,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgwbM6wYTfKAqC2Lk3V4AaABAg,Alamat kang,Terjemahkan ke bahasa Indonesia,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@FrankyNew-c5z,@FrankyNew-c5z,5 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgxIi43GHy34Tc7atXF4AaABAg,serlok bang,Terjemahkan ke bahasa Indonesia,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@HenNadun,@HenNadun,6 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgynB4seGonBrDSZfLd4AaABAg,berapa harga mas,Terjemahkan ke bahasa Indonesia,Tidak suka,·,1 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@MisiRan-x8m,@MisiRan-x8m,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgxM7KyGUPGS9hy1A9N4AaABAg,Bisa cod bos?,,Tidak suka,·,1 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@HenNadun,@HenNadun,6 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgzjV10mNLpdlq8gnwZ4AaABAg,berapa harga mas,Terjemahkan ke bahasa Indonesia,Tidak suka,,1 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@cahangon8938,@cahangon8938,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgweK23IpSFnY7z_Rfp4AaABAg&pp=0gcJCSMANpG00pGi,Jahit sulam ya ..berapa harga minta wa nya dong,Terjemahkan ke bahasa Indonesia,Tidak suka,·,2 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@rizapurwoto9755,@rizapurwoto9755,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugy2lL9wCFTcKexq7oZ4AaABAg,Harga ny brapa bro,,Tidak suka,,1 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyxKQIw3PvGnYUjM8p4AaABAg,Harga kang braha,,Tidak suka,·,1 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_k2R4gOzj0DsreLUb4kJ-3QT_RJonCM46s3u0VdSDzVQ_aqrvfIIZb1V__Snx8UK1XO4A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyEyrALMCjDnmNZtUB4AaABAg,Harga kang braha,,Tidak suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_k6ik9k6NPqHs0kvMwv9SpZyE9qUk9AxeJZJ9_zucX5-Srt4Jkr8so6gIcmOMBS08yveQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@HenNadun,@HenNadun,6 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgzjV10mNLpdlq8gnwZ4AaABAg,berapa harga mas,Terjemahkan ke bahasa Indonesia,Tidak suka,,1 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/CEzGFbNTUda961ldt6lha53XwNcCeRrpiXi_JZeetU9waW1jLwO6RQMjEmi62prnx8XTqTBdbQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@cahangon8938,@cahangon8938,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgweK23IpSFnY7z_Rfp4AaABAg&pp=0gcJCSMANpG00pGi,Jahit sulam ya ..berapa harga minta wa nya dong,Terjemahkan ke bahasa Indonesia,Tidak suka,·,2 balasan,https://yt3.ggpht.com/pS54Af72BSHKtC9PZZxCq20YfptRlcH08-dkUXIznV2NSa2hjktxmTjIL6hXw0r6c13T9J8m0A=s48-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_lkvZL6_kz1dOZZNlAfaTAAvzD815r_d0GFkV8C9bR31YRZeGPylgyyE4sM5v8Yxu6Veg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rizapurwoto9755,@rizapurwoto9755,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugy2lL9wCFTcKexq7oZ4AaABAg,Harga ny brapa bro,,Tidak suka,,1 balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_k2R4gOzj0DsreLUb4kJ-3QT_RJonCM46s3u0VdSDzVQ_aqrvfIIZb1V__Snx8UK1XO4A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyxKQIw3PvGnYUjM8p4AaABAg,Harga kang braha,,Tidak suka,·,1 balasan,https://yt3.ggpht.com/pS54Af72BSHKtC9PZZxCq20YfptRlcH08-dkUXIznV2NSa2hjktxmTjIL6hXw0r6c13T9J8m0A=s48-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_laowbR60Lv85DaL-1gkW1CI1Ge8ed3cejEr3plrfWmaFd8UJx0FOv7bqO0B0l7qqkXLg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@tatang2271,@tatang2271,1 tahun yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=Ugzv6t9G0X8fBgoM7ip4AaABAg,Pingin ky yg model ky gitu.,,Tidak suka,·,3 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_mRQLehkt2niqMO91xS89AcJJ2-hkXHsoARBUkzNe73O9w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@gunawan7690,@gunawan7690,1 bulan yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=UgylZeLWqPSACri5NzZ4AaABAg,Bahan jok motor,,Tidak suka,·,1 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_laowbR60Lv85DaL-1gkW1CI1Ge8ed3cejEr3plrfWmaFd8UJx0FOv7bqO0B0l7qqkXLg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@tatang2271,@tatang2271,1 tahun yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=UgxCUDuprJqN8FqDt9R4AaABAg,Kualitas kulit nya bagua mn pa super nappa apa super premium,Tidak suka,,·,1 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/ytc/AIdro_lqybv1ymmQZzV-g7nROuYqYvRtqWJrzgIBL02smStPjjYqrzc547dVBcr4Ak5lP7MDAg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ocoshrus4522,@ocoshrus4522,8 bulan yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=Ugzi4qNcMRuSo_jZMVF4AaABAg,Ada jual di Shopee?,,Tidak suka,·,1 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,youtube,https://yt3.ggpht.com/m9vhusXuHpj4LPkr8BKyXCQunHtwwD1ZuVe7g8XnmSPxhTCGDuMjCqqAUatLxcxFViJoTWGq=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@AnakMami92,@AnakMami92,1 tahun yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=UgzET6RHbKzAAIPC8IR4AaABAg,Cek harga bang,,Tidak suka,·,2 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,"Sentra Kulit Garut 

Keren banget ini Garut. Produk kulit kualitasnya bagus, pengerjaan rapi, ringan, motif beragam dan uptodate. 

Ini jaket kulit tapi ndak seperti kulit. Kalau dikasih cap Adidas, Balenciaga,  atau LV, harganya bisa naik 100x lipat.",https://x.com/ismailfahmi/status/1638449502750408705/photo/2,https://x.com/ismailfahmi/status/1638449502750408705/photo/3,2.56 PM · 22 Mar 2023,·,"148,5 rb",52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638454745001246720/photo/2,https://x.com/ismailfahmi/status/1638454745001246720/analytics,"Sepatu kulit motif kulit ""pohon"". Enak dipakai, ringan, kuat, murah sekira seperempat harga di mall, semoga awet. 

Bangga pakai sepatu kulit Garut.",6,5,13 rb,https://x.com/ismailfahmi/status/1638454745001246720,22 Mar 2023,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,,https://x.com/ismailfahmi/status/1638456453446119424/analytics,Borong sandal kulit 50k buat tamu dari kantor ke masjid.,2,3,13 rb,https://x.com/ismailfahmi/status/1638456453446119424,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,,https://x.com/ismailfahmi/status/1638458889770520576/analytics,"Kulit premiumnya halusss, ringan, tipis, kuat. Karena ndak ada kombinasi yang pas, jadinya pesan custom.",6,5,14 rb,https://x.com/ismailfahmi/status/1638458889770520576,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638713891449630721/analytics,,"Oh iya, lokasinya di sini.",3,11,8 rb,https://x.com/ismailfahmi/status/1638713891449630721,23 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/writerfreax,https://pbs.twimg.com/profile_images/1747381768846721024/mnqrsOzp_bigger.jpg,https://x.com/writerfreax,writerfreax,@writerfreax,·,,https://x.com/writerfreax/status/1638463788675657729/analytics,Kalau jual di mp banyak ya kW harus tau toko mana yg jual produk ori,2,3,4 rb,https://x.com/writerfreax/status/1638463788675657729,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638464512612524033/analytics,,Nah ini penting,1,,4 rb,https://x.com/ismailfahmi/status/1638464512612524033,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/cecepumar,https://pbs.twimg.com/profile_images/1355698796064174085/6ICFtaoP_bigger.jpg,https://x.com/cecepumar,Cecep Umar Farouq,@cecepumar,·,,https://x.com/cecepumar/status/1638450277992009729/analytics,Lagi d sukaregang mas?,1,3,3 rb,https://x.com/cecepumar/status/1638450277992009729,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638454817097158656/analytics,,"Iyes, baru sls.",1,,3 rb,https://x.com/ismailfahmi/status/1638454817097158656,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/jangahmad_,https://pbs.twimg.com/profile_images/1788509050403221504/KzK2oOnP_bigger.jpg,https://x.com/jangahmad_,Jang Ahmad,@jangahmad_,·,,https://x.com/jangahmad_/status/1638464991933390848/analytics,Gimana mas perjalanan ke Garutnya?,1,1,3 rb,https://x.com/jangahmad_/status/1638464991933390848,22 Mar 2023,https://abs-0.twimg.com/emoji/v2/svg/1f92d.svg,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638470988550803457/analytics,,Wisata alamnya bagus,1,,3 rb,https://x.com/ismailfahmi/status/1638470988550803457,22 Mar 2023,https://abs-0.twimg.com/emoji/v2/svg/1f44d.svg,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/writerfreax,https://pbs.twimg.com/profile_images/1747381768846721024/mnqrsOzp_bigger.jpg,https://x.com/writerfreax,writerfreax,@writerfreax,·,,,Kalau jual di mp banyak ya kW harus tau toko mana yg jual produk ori,2,3,,https://x.com/writerfreax/status/1638463788675657729,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/sunglaklak,https://pbs.twimg.com/profile_images/1858398377668714496/nesQtEdY_bigger.jpg,https://x.com/sunglaklak,kukurucinguknguk,@sunglaklak,·,,https://x.com/sunglaklak/status/1638466727553142784/analytics,Kulit asli apa sintetis ni om? Kok sendal 50k,2,1,6 rb,https://x.com/sunglaklak/status/1638466727553142784,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,,https://x.com/ismailfahmi/status/1638471756448141312/analytics,Asli. Kalau jadi kerupuk lebih murah lagi,1,,5 rb,https://x.com/ismailfahmi/status/1638471756448141312,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,,,,Tampilkan balasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/faridism,https://pbs.twimg.com/profile_images/1855504842825035776/8-PvQ_kP_bigger.jpg,https://x.com/faridism,keep the faith,@faridism,·,,https://x.com/faridism/status/1638484197617844224/analytics,Jaket gini kena berapa mas ?,1,1,2 rb,https://x.com/faridism/status/1638484197617844224,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,,,,,,,,,,,,https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638513181181247488/analytics,,"1,3jt blm ditawar.",3,,2 rb,https://x.com/ismailfahmi/status/1638513181181247488,22 Mar 2023,,,,,,,,,,,,,,,,,,,,,,
